Gene	logFC	logCPM	PValue	FDR
YCR062W	-0.423001447	8.146743766	0.001926302	0.005144315
YCR065W	-0.511209271	8.115645691	0.01091633	0.024108606
YCR066W	9.875398221	3.869716617	3.78E-16	3.95E-15
YCR067C	0.242279619	8.592470985	0.17544326	0.259845693
YCR068W	1.059510645	4.712739427	0.004326827	0.010619061
YCR069W	0.572953631	8.923053449	5.41E-07	2.50E-06
YCR071C	-1.185214243	3.527750934	0.097421545	0.161322542
YCR075C	0.105488122	8.883280824	0.424339469	0.532529838
YCR076C	-0.077166467	9.549008908	0.653760627	0.751806429
YCR079W	-0.26410605	3.398898584	0.658383057	0.756064365
YCR081W	2.193243273	1.142474175	0.220698431	0.315283473
YCR083W	0.44518181	8.704478424	0.007454902	0.017193965
YCR085W	-0.557920852	9.560263595	2.85E-05	0.000105536
YCR086W	6.645116827	0.992582639	3.02E-06	1.28E-05
YCR087C-A	0.05036168	6.163229059	0.873342439	0.94109508
YCR087W	-0.088065277	5.88173539	0.744575735	0.831803825
YCR088W	0.009932238	8.450272423	0.960084439	1
YCR089W	0.061806675	7.111210358	0.7509101	0.83683311
YCR090C	-0.16219162	6.393422772	0.531756618	0.637921688
YCR091W	-0.220732793	8.476761799	0.064445997	0.113825977
YCR092C	-0.395192398	7.710622772	0.086093758	0.146096343
YCR094W	0	-1.062674125	1	1
YCR095W-A	0.044108059	8.068876847	0.775841742	0.857871822
YCR098C	-0.301178202	8.17113388	0.057708076	0.103211572
YCR099C	-0.353381976	8.122912823	0.035190543	0.067459483
YCR100C	-0.045308038	7.868294883	0.799770045	0.880068242
YCR101C	-0.470709099	8.470078377	0.001413508	0.003885966
YCR102C	-0.391928087	8.531576045	0.016561334	0.034870431
YCR102W-A	0.291439558	8.180725522	0.077998203	0.134355664
YCR105W	-0.172597655	8.386019916	0.161365701	0.243113281
YCR106W	-0.27336576	7.732423221	0.19837939	0.288003989
YCR107W	0.335290834	7.394237309	0.054780344	0.098792109
YDL001W	0.47994623	5.603714434	0.111179539	0.179971605
YDL005C	6.662920062	0.878541126	0.01743265	0.036499333
YDL006W	-3.966707024	-0.569779533	0.108368134	0.17597512
YDL009C	-0.077737729	8.931724674	0.483807033	0.591174035
YDL011C	0.139266769	8.617669984	0.282997772	0.384375692
YDL012C	-1.913377936	3.443422591	0.005376863	0.012825831
YDL018C	0.210188348	8.933909042	0.123671301	0.195947975
YDL020C	1.423551303	3.22530476	0.113076855	0.182398878
YDL022W	-2.243135431	10.33454553	8.00E-19	1.02E-17
YDL023C	0.210595892	8.5783206	0.093375084	0.156131651
YDL026W_2	0.622974611	7.580474134	0.000235111	0.000741033
YDL033C	0	-1.062674125	1	1
YDL034W	4.629145252	8.593057742	2.34E-71	8.03E-69
YDL035C	-0.878999991	8.767459289	0.001259043	0.003522579
YDL036C_1	0.091292295	8.75422591	0.525302909	0.632343903
YDL036C_2	0.986979818	8.560186659	0.000597061	0.001774347
YDL037C	0.395280164	8.085496841	0.137715778	0.212786409
YDL038C	-0.021397013	9.54046053	0.858436853	0.929445591
YDL039C	-1.835906813	3.074515647	0.019047734	0.039438885
YDL041W	-0.051162145	6.310673511	0.859598151	0.929918741
YDL042C	0.481699482	4.740191303	0.196560045	0.285463528
YDL047W	0	-1.062674125	1	1
YDL048C	0.557343713	10.05695916	0.000123345	0.000410153
YDL049C	0.556655382	9.021444278	0.000173563	0.000560804
YDL050C	-0.466867283	8.826899268	3.34E-05	0.000121784
YDL051W	-0.240114388	8.673628359	0.089114951	0.150046067
YDL052C	2.749627318	7.000117376	5.38E-36	2.54E-34
YDL053C	-0.272657849	8.267134888	0.057413203	0.102773635
YDL056W	-0.564512779	2.833454107	0.495641001	0.602687727
YDL057W	-1.3583058	6.265396889	0.000508835	0.001525393
YDL059C	1.732517803	8.273060179	6.04E-26	1.36E-24
YDL062W	3.545137807	4.64686889	2.05E-13	1.75E-12
YDL063C	3.905877471	3.557588197	3.04E-07	1.44E-06
YDL065C	-2.358777551	5.656286912	3.67E-06	1.54E-05
YDL066W	0.964087066	6.155206485	0.036759788	0.070075478
YDL067C	0	-1.062674125	1	1
YDL068W	-1.973948136	3.642374533	0.013363672	0.028816732
YDL069C_2	-6.249082664	0.708439422	7.48E-05	0.000257369
YDL070W	0.831175694	5.724240862	0.069054442	0.121184353
YDL072C	0.472221357	7.869538206	0.072988436	0.126842483
YDL076C	-0.591589444	5.618939821	0.268794259	0.368986107
YDL077C_1	0	-1.062674125	1	1
YDL077C_2	-3.676139708	1.820371618	0.006161159	0.014478195
YDL078C	0.509432187	8.509288003	0.000181058	0.000583647
YDL079C	0.403009282	8.559090315	0.001272103	0.003551865
YDL080C	-0.199494492	8.171815738	0.224682801	0.319752878
YDL082W	7.243305923	1.465912561	2.54E-09	1.51E-08
YDL083C	5.273729571	0.031926929	0.010157238	0.022602191
YDL085C-A	-0.390298221	5.352287931	0.214146632	0.306883772
YDL086W	1.333567459	8.112427478	1.64E-13	1.42E-12
YDL088C	2.222465677	3.814920061	0.008404721	0.019105865
YDL089W	0.143257887	9.02160576	0.319641627	0.422692113
YDL091C	-1.538874254	4.178655728	0.005303311	0.012701985
YDL094C	5.296246712	8.609882829	2.37E-220	3.25E-217
YDL096C	-0.746524334	5.890809998	0.101899546	0.16758989
YDL100C	-2.462850362	3.975471715	0.001881147	0.005040102
YDL101C	1.080371301	2.677875852	0.185328057	0.272716904
YDL104C	1.209212053	3.609185289	0.05653446	0.101510105
YDL106C	7.822794181	1.99114818	1.23E-07	6.06E-07
YDL109C	0.241934346	8.548100849	0.214676924	0.307429323
YDL110C	0.325815453	8.079511086	0.002882232	0.007408364
YDL112W	0.182820838	8.378397269	0.186463515	0.273897444
YDL113C	0.219771493	8.309878193	0.102602346	0.168543423
YDL114W	-0.591799407	3.131161123	0.448462453	0.556180049
YDL115C	4.946377429	4.165976382	9.56E-05	0.000322874
YDL116W	6.960879126	1.118590292	0.02437899	0.048853072
YDL117W	3.574571325	6.007038468	4.03E-09	2.36E-08
YDL118W	1.937621176	1.787434742	0.378077933	0.486549276
YDL121C	-0.455494469	8.53339071	0.001522063	0.004153837
YDL127W	0.106401773	6.204904155	0.605138486	0.707975855
YDL129W	5.14118408	-0.086449489	0.03161834	0.061413695
YDL130W	8.349007305	2.4176761	8.46E-08	4.25E-07
YDL130W-A	0.26779263	8.28017173	0.024758408	0.04949138
YDL133C-A	-2.871577142	8.387041159	2.53E-35	1.14E-33
YDL133W	1.416637561	0.147858915	0.452914354	0.559674683
YDL134C	-1.371112887	6.545846713	6.15E-08	3.15E-07
YDL134C-A	0.2096314	8.663109699	0.135250251	0.20997389
YDL135C	0.556190613	8.130945563	1.21E-05	4.69E-05
YDL136W	9.671814277	3.656241988	3.15E-19	4.18E-18
YDL137W	-0.886509994	8.703606341	2.40E-07	1.15E-06
YDL138W	0.317446955	7.633397678	0.061974575	0.109885894
YDL142C	-1.274581198	5.615928349	0.00360812	0.00903679
YDL146W	-1.211673069	4.027917625	0.000353193	0.001086544
YDL151C	6.336042521	0.761423946	5.94E-06	2.42E-05
YDL154W	-1.406463158	7.942019531	6.54E-12	4.91E-11
YDL155W	0.316980797	7.432035888	0.131090475	0.205093968
YDL156W	0.163864683	8.203760124	0.129403924	0.203540041
YDL157C	-1.168859816	2.035067954	0.288377781	0.390521477
YDL158C	-3.212374279	10.15596911	2.10E-28	5.72E-27
YDL159W	-2.296560239	8.733594224	2.61E-14	2.42E-13
YDL160C	5.950002798	0.386804039	0.009903388	0.022085147
YDL160C-A	0.108404518	5.920210559	0.709053181	0.801928611
YDL161W	-0.693305943	8.604156836	9.81E-06	3.87E-05
YDL162C	-0.124209943	7.871008772	0.520555754	0.627782908
YDL167C	-0.345377018	7.437661871	0.091214813	0.152955073
YDL168W	0.278987154	8.072784163	0.130359895	0.204184135
YDL169C	-2.02275985	8.078609242	2.14E-29	6.41E-28
YDL170W	0.257771559	8.916446414	0.040314233	0.075900823
YDL171C	0.455972416	8.703229559	0.000352273	0.001084524
YDL172C	0.994764328	4.129693322	0.080799813	0.138139448
YDL173W	1.383030554	5.058637856	5.08E-05	0.000178779
YDL174C	0.055401357	9.010122719	0.74598995	0.833157254
YDL176W	-0.169020076	8.599181174	0.099534015	0.164489265
YDL177C	0.19326855	9.009331596	0.211233879	0.303662555
YDL178W	-0.033114159	8.165164034	0.762113637	0.846564067
YDL179W	0.209105788	6.121155847	0.466044542	0.572799961
YDL180W	0.861319896	8.553787047	3.52E-10	2.27E-09
YDL181W	0.348302907	7.463228677	0.03329407	0.064183222
YDL182W	0.618611032	8.743333105	1.12E-06	5.00E-06
YDL183C	0.383764902	8.649829332	0.001893967	0.005071143
YDL184C	0.220108594	8.809693722	0.134808212	0.209395975
YDL186W	-0.080044026	8.948402319	0.505715605	0.612401631
YDL187C	0.073925059	8.84843914	0.641725327	0.740660234
YDL188C	-1.769856711	8.712273244	1.18E-19	1.66E-18
YDL189W	0.392854526	8.314581201	0.005480068	0.013041736
YDL190C	0.06506132	7.531642242	0.710257775	0.802407766
YDL191W	0.939691779	5.143549418	0.005236217	0.012557252
YDL192W	7.310460247	1.412921297	0.011973908	0.026135296
YDL194W	0.035208524	8.230475877	0.868246501	0.936858261
YDL197C	-0.028986887	9.433101704	0.845207122	0.91875199
YDL198C	-2.434881299	3.668620471	0.00143859	0.003939111
YDL199C	-0.446280747	8.748866116	0.000339096	0.001045526
YDL200C	0.386905171	7.584268826	0.054434945	0.098370307
YDL201W	-0.306131056	7.737466129	0.036199052	0.069102695
YDL203C	-0.466011496	6.717872927	0.103121312	0.169260621
YDL204W	-1.42400995	4.209859697	0.012885469	0.027946848
YDL206W	-1.776400142	3.223222084	0.050445225	0.092310718
YDL210W	0.54814685	8.725731696	0.007992246	0.018289605
YDL213C	1.541992269	5.258482869	2.59E-06	1.10E-05
YDL215C	-0.30963109	9.090109869	0.037907422	0.07196282
YDL218W	0.086202546	8.61562496	0.591292383	0.695140644
YDL219W	0.097867129	8.982329509	0.434890685	0.542787948
YDL222C	-0.116032048	9.566491871	0.373652921	0.481716909
YDL223C	-0.479409327	8.761119795	8.50E-06	3.38E-05
YDL224C	-1.250647929	8.893015438	1.08E-09	6.64E-09
YDL225W	3.095942297	7.319005327	4.14E-06	1.72E-05
YDL226C	0.361667638	8.52902003	0.000319779	0.000988188
YDL227C	-0.821403257	10.02743104	1.41E-12	1.12E-11
YDL234C	0.33522994	8.356228975	0.01971331	0.040673546
YDL236W	-0.089520271	9.095037233	0.453930681	0.560256787
YDL237W	0.076095669	9.096591471	0.552411046	0.658471403
YDL238C	-0.222236023	6.203258161	0.429968839	0.537297637
YDL239C	-0.60042215	7.667929344	0.001697072	0.004591816
YDL240W	-0.709438737	8.20124252	6.00E-05	0.000209589
YDL242W	-0.280847954	8.962483493	0.038244992	0.072503191
YDL243C	0.147238165	8.964783561	0.248651512	0.346426343
YDR001C	0.063981077	7.760840527	0.747658869	0.834287818
YDR003W	0.198494951	7.65279621	0.385104132	0.493077252
YDR004W	8.356063375	2.427222045	1.30E-19	1.81E-18
YDR005C	-3.298806453	5.762744844	1.10E-12	8.83E-12
YDR006C	-1.530431444	6.642699456	3.09E-15	3.08E-14
YDR007W	3.569406487	6.510130994	3.17E-13	2.67E-12
YDR008C	6.270868666	7.915914298	2.04E-59	4.65E-57
YDR009W	-1.199820228	8.323681146	1.25E-05	4.86E-05
YDR010C	-0.282607135	3.269409973	0.758001282	0.842679272
YDR011W	0.230691844	8.682373654	0.079450984	0.136343859
YDR014W	1.117078909	8.763606984	7.84E-16	8.13E-15
YDR018C	0.332934775	9.370427666	0.013950508	0.029972079
YDR019C	0.42981401	8.755975338	0.000293201	0.000911541
YDR020C	3.072787204	6.973186499	2.60E-29	7.75E-28
YDR022C	0.174646193	9.159246782	0.147066114	0.224365898
YDR024W	2.234553645	4.949035545	5.08E-05	0.000178779
YDR025W	0	-1.062674125	1	1
YDR026C	-1.903518101	9.504387816	3.55E-15	3.50E-14
YDR027C	0	-1.062674125	1	1
YDR028C	1.588366102	1.679491696	0.311516339	0.414346975
YDR029W	-0.057913934	7.639007529	0.656855937	0.754521493
YDR030C	0.450919732	8.420954266	0.020642935	0.042378853
YDR031W	0.27720135	9.293025462	0.027934613	0.055065352
YDR032C	0.353390645	8.978876986	0.008159687	0.018636802
YDR033W	0.2113257	9.276243955	0.070668729	0.123489999
YDR034C	0.182072525	6.555027027	0.448267325	0.556105857
YDR035W	2.28430825	8.112366559	4.45E-59	9.62E-57
YDR036C	-0.240254702	6.739708118	0.379804753	0.48781173
YDR042C	0.346813306	8.853840349	0.035399503	0.067765235
YDR043C	0.062051581	8.366812012	0.702299645	0.796922016
YDR046C	0.731262733	10.61958811	6.79E-07	3.09E-06
YDR048C	1.583536425	6.73885224	2.94E-15	2.94E-14
YDR049W	1.440865547	5.993234852	3.49E-11	2.45E-10
YDR051C	0.712753299	8.401370414	4.40E-07	2.05E-06
YDR056C	0.316993855	8.76464376	0.014661037	0.031409524
YDR057W	0.275475315	8.61832658	0.060543804	0.10762761
YDR058C	0.155584249	8.266276809	0.279733978	0.381076119
YDR059C	0.655960321	7.800082427	0.00075444	0.002195996
YDR061W	0.468579966	8.598397395	0.002322925	0.006112178
YDR063W	0.395768266	8.495234927	0.008252594	0.01881207
YDR065W	0.285334942	1.210983133	0.836167015	0.912061155
YDR066C	-0.378148627	8.440869557	0.029836193	0.05825499
YDR067C	-1.108478152	7.522615789	1.90E-11	1.37E-10
YDR068W	0.39566004	8.729828662	0.000738826	0.002155128
YDR069C	-2.827205612	2.467957286	0.003640036	0.009100091
YDR070C	-0.219824408	6.962206689	0.307581441	0.411154383
YDR071C	-1.058973745	8.375494408	5.04E-06	2.07E-05
YDR074W	-0.259586547	1.160712545	0.888050317	0.953045336
YDR075W	0.288421231	8.063185679	0.117099221	0.187267626
YDR076W	5.987809594	5.049117946	9.01E-17	1.00E-15
YDR079C-A	0	-1.062674125	1	1
YDR079W	-1.83219473	2.17220183	0.042424962	0.0791137
YDR080W	-2.118283017	2.039899839	0.11573146	0.185368785
YDR083W	0.782639612	0.535810209	0.674592729	0.770588137
YDR084C	-0.22417995	7.794213108	0.118869774	0.189509221
YDR085C	0.193782051	7.937186818	0.369823151	0.478129334
YDR089W	0.961079381	8.402507846	2.03E-09	1.21E-08
YDR090C_1	-0.047661556	8.417877352	0.670053958	0.766255361
YDR092W_2	0.584708517	9.135008299	0.001426903	0.003914934
YDR093W	-0.217469303	8.904875747	0.136474632	0.211186272
YDR094W	0.387001966	8.885567506	0.003525146	0.008877667
YDR095C	0.550811248	9.014646878	2.08E-05	7.88E-05
YDR096W	-0.663218722	8.299108078	0.001149518	0.003247093
YDR097C	-1.33040644	8.671881254	9.10E-08	4.56E-07
YDR098C	-2.858126921	7.126683941	1.19E-14	1.14E-13
YDR099W	0.723867135	7.248653454	0.000586645	0.001747182
YDR100W	0.140669869	7.703608642	0.479631675	0.586866979
YDR101C	4.758768322	2.248741638	0.001770157	0.004767592
YDR104C	0.022382513	7.53581583	0.878133208	0.945045165
YDR107C	0.16041249	8.253005398	0.314817803	0.41765693
YDR108W	-0.670866459	7.845957922	0.000274988	0.000860777
YDR110W	-0.127783863	7.764063522	0.446402298	0.554461603
YDR111C	-0.072340496	8.277543654	0.613602049	0.714262071
YDR112W	0.355534323	8.972184206	0.032251089	0.062554024
YDR114C	3.801079328	-0.634505811	0.129959904	0.203712893
YDR115W	0	-1.062674125	1	1
YDR116C	-7.382099889	1.580710676	9.72E-11	6.54E-10
YDR119W	0.064860426	9.37262632	0.621413407	0.721064118
YDR120C	2.505027988	6.850575932	9.64E-40	6.29E-38
YDR121W	1.058043485	7.81400357	2.02E-14	1.88E-13
YDR122W	0.474384113	8.309719912	0.003752907	0.009365177
YDR123C	-0.228906447	8.679628762	0.072067751	0.125507821
YDR124W	0.402920844	9.357083105	0.012617109	0.027422696
YDR125C	0.200276233	8.641235757	0.255019056	0.353500277
YDR126W	1.243542496	4.9228005	0.047751259	0.087889688
YDR128W	0.133534154	6.267162879	0.62208998	0.721645447
YDR129C	0	-1.062674125	1	1
YDR130C	0.84952668	8.068636153	3.91E-10	2.50E-09
YDR131C	0.453480846	8.868764921	0.01612259	0.034103883
YDR132C	-0.065952904	8.734027026	0.734647599	0.823805089
YDR133C	0.145689601	7.740019193	0.565459618	0.671299547
YDR134C	0.084604335	8.360083566	0.529362286	0.636163449
YDR135C	0.432186149	8.714181717	0.008281372	0.018867207
YDR136C	0.914246801	2.413117478	0.339955895	0.445399658
YDR137W	0	-1.062674125	1	1
YDR138W	7.726492031	1.814684518	6.34E-05	0.000220597
YDR139C	1.493467199	7.969376576	3.56E-11	2.50E-10
YDR143C	0.696836911	7.901423248	3.60E-05	0.000130397
YDR144C	0.457281394	8.071043555	0.000698519	0.002044811
YDR147W_2	0.567939067	8.454407222	0.000404271	0.001232605
YDR148C	-5.931847145	5.251516982	4.92E-09	2.85E-08
YDR150W	-0.926516247	1.518076592	0.370971321	0.479161574
YDR151C	0.514915444	6.512849129	0.016901664	0.035514233
YDR152W	0.680985208	7.246312733	5.67E-05	0.000198441
YDR153C	-0.623604347	7.898387734	0.004430253	0.010838298
YDR154C	0.426640804	6.255521878	0.205786153	0.297182392
YDR155C	0.300202123	6.992833751	0.190415097	0.277914079
YDR156W	3.933992993	2.615360359	0.001178433	0.003321922
YDR157W	0.477992705	8.490272606	0.003166119	0.008047463
YDR161W	2.384493095	7.10901825	1.60E-36	7.95E-35
YDR162C	0.61840154	3.71509351	0.282283998	0.383735812
YDR171W	0.282226882	8.725466644	0.070841166	0.123686149
YDR174W	5.262432896	0.087715164	0.007174404	0.016649803
YDR176W	0	-1.062674125	1	1
YDR178W	-0.525130194	7.575950356	0.04994795	0.091522994
YDR183W	-0.184290897	8.20739888	0.17267516	0.25639267
YDR184C	2.40312016	7.333696737	5.01E-39	3.07E-37
YDR185C	-0.201748087	6.900845051	0.490262392	0.596853801
YDR191W	0.339296509	7.337443072	0.27958878	0.381004604
YDR192C	0.436132381	8.959501403	0.001352781	0.003749109
YDR193W	0.078368585	8.906179187	0.562110024	0.667901764
YDR194C	-0.566244035	1.92619929	0.554923809	0.660891583
YDR194W-A	-0.218704629	6.951740298	0.370282606	0.478572802
YDR195W	0	-1.062674125	1	1
YDR197W	-2.733726523	1.5755737	0.021063928	0.043135399
YDR198C	-1.170809658	7.501813003	0.000231211	0.00073042
YDR202C	-0.681766445	5.729819507	0.009556547	0.021416252
YDR203W	-0.78832584	6.539720343	0.000802858	0.002320878
YDR205W	-2.488775979	9.05573711	1.20E-18	1.50E-17
YDR206W	-0.271861566	8.33957737	0.166962476	0.249623781
YDR207C	-3.87493903	-0.536853902	0.102379071	0.168243895
YDR209C	0.297233302	8.662738047	0.019526442	0.040348757
YDR210W	0.164361605	9.536299948	0.248013263	0.345847315
YDR214W	0.085281991	9.344746576	0.624538752	0.724077368
YDR215C	-0.278143436	6.070279144	0.263095411	0.362616411
YDR216W	-0.303792114	9.153208512	0.036101523	0.068980596
YDR217C	0.081850837	8.020570366	0.573395175	0.67841687
YDR218C	0.369889371	9.166743068	0.009627824	0.021552483
YDR219C	2.045974157	5.692610895	2.22E-14	2.07E-13
YDR220C	0.123543781	7.044862412	0.491034207	0.597616402
YDR222W	0.228863788	9.129507032	0.088070019	0.148591041
YDR223W	0.225980748	9.611609657	0.073343932	0.127352582
YDR225W	1.671229101	8.585529241	1.47E-34	6.31E-33
YDR230W	-2.049153065	1.96096654	0.096339952	0.160057251
YDR231C	-3.0893742	2.125183399	0.003772854	0.009403536
YDR233C	-0.142591942	8.123665182	0.597760739	0.701340747
YDR234W	0.407024016	8.558201902	0.205708925	0.297175284
YDR237W	0.244314888	3.482703943	0.73029326	0.819859409
YDR239C	0.222490045	9.607713783	0.08384839	0.142875988
YDR241W	3.045245772	7.845011555	5.73E-27	1.43E-25
YDR242W_2	-1.196796911	6.224011403	6.12E-07	2.81E-06
YDR244W	0	-1.062674125	1	1
YDR246W-A	0.263163288	7.475684247	0.161153486	0.242882591
YDR247W	0.051435125	6.466384818	0.819052891	0.896247972
YDR248C	0.061519792	7.808637378	0.703346806	0.797889973
YDR249C	0.839316303	7.813900844	2.23E-08	1.20E-07
YDR250C	0.527266709	7.385176431	0.079614844	0.136427561
YDR251W	-0.179654711	5.530817213	0.613051323	0.713981563
YDR252W	0.428147462	7.512026653	0.070518719	0.123332738
YDR256C	0.633001701	7.669270683	0.001975587	0.00526567
YDR258C	0.212151876	7.726398712	0.114862948	0.184172366
YDR259C	0.19951693	8.461708798	0.255907405	0.354373126
YDR260C	1.294490076	8.006641302	5.16E-22	8.87E-21
YDR261C	-0.394944807	7.022988197	0.190084983	0.277530828
YDR262W	0.441021702	7.585465074	0.009507436	0.021317819
YDR263C	0.179457815	9.84585374	0.170962668	0.254401363
YDR265W	-1.281040613	3.757275892	0.020667553	0.042408209
YDR266C	3.085517084	6.672818492	3.61E-30	1.16E-28
YDR273W	1.157182895	9.724087247	4.16E-09	2.43E-08
YDR274C	0.186920333	6.017079056	0.340668456	0.446190999
YDR275W	0.470572385	7.483932636	0.085205651	0.144888385
YDR276C	-1.925026753	4.684450319	3.37E-07	1.59E-06
YDR279W	1.027315524	7.475023227	4.66E-07	2.17E-06
YDR281C	-0.293667817	7.771741405	0.041763187	0.07809222
YDR282C	0.820767085	7.306685455	8.12E-08	4.09E-07
YDR283C	1.753071848	6.180242269	2.80E-13	2.36E-12
YDR284C	0.01879366	6.942574684	0.944916643	0.997506614
YDR286C	0.185118509	7.253941759	0.304734995	0.408561766
YDR289C	2.470590656	4.927306608	8.36E-06	3.32E-05
YDR290W	2.604454811	4.020761081	0.000282132	0.00087979
YDR291W	0.391915167	7.665243093	0.062013906	0.109908216
YDR293C	5.580032385	4.565692667	4.87E-09	2.82E-08
YDR294C	4.17377657	8.288554105	3.74E-34	1.54E-32
YDR295C	1.128594081	6.9664251	7.31E-07	3.30E-06
YDR297W	-0.02934795	6.653920118	0.89287905	0.957068404
YDR300C	4.980997208	-0.06563516	0.021638653	0.044180261
YDR304C	0.226306376	8.067621073	0.204720801	0.296059991
YDR305C	0.851536887	7.628633813	5.67E-09	3.26E-08
YDR306C	0.205463735	5.329586476	0.511568571	0.618063511
YDR309C	0.278422076	8.152843476	0.168954884	0.251933531
YDR310C	-0.802432955	5.976863179	0.012526279	0.027254107
YDR312W	0.691567563	7.642546164	1.53E-05	5.88E-05
YDR313C	-1.837529534	8.709315809	1.28E-16	1.40E-15
YDR314C	0.182195265	7.980865072	0.304781113	0.408561766
YDR316W	0.971136647	5.173595786	0.072642855	0.126369935
YDR317W	0.474517188	6.78372151	0.044382603	0.08239047
